,cluster,item_name,champ_name,avg_placement,top4_rate,win_rate,games
3366,1,Chain Vest,Irelia,3.766497461928934,0.6345177664974619,0.23857868020304568,197
4299,1,Last Whisper,Senna,3.7731481481481484,0.6388888888888888,0.22685185185185186,216
5260,1,Statikk Shiv,Seraphine,3.7736842105263158,0.65,0.1763157894736842,380
5519,1,Titan's Resolve,Vi,3.7777777777777777,0.6358024691358025,0.19135802469135801,162
4442,1,Morellonomicon,Braum,3.788,0.636,0.2,250
4921,1,Runaan's Hurricane,Sivir,3.7971014492753623,0.6389986824769434,0.17786561264822134,759
5677,1,Zephyr,Seraphine,3.7987012987012987,0.6233766233766234,0.17532467532467533,154
3015,1,Archangel's Staff,Seraphine,3.817034700315457,0.6182965299684543,0.12933753943217666,317
4647,1,Quicksilver,Sivir,3.8181089743589745,0.6274038461538461,0.1858974358974359,1248
4303,1,Last Whisper,Sivir,3.828227021597187,0.622802611752888,0.19085886489201406,1991
3320,1,Bramble Vest,Singed,3.8317757009345796,0.6448598130841121,0.19626168224299065,107
3669,1,Edge of Night,Sivir,3.8333333333333335,0.6319444444444444,0.2013888888888889,144
4790,1,Recurve Bow,Irelia,3.840220385674931,0.6088154269972452,0.209366391184573,363
4282,1,Last Whisper,Ezreal,3.8411214953271027,0.6542056074766355,0.205607476635514,107
5622,1,Zeke's Herald,Seraphine,3.8434343434343434,0.5959595959595959,0.1919191919191919,198
4905,1,Runaan's Hurricane,Jhin,3.8452380952380953,0.625,0.19642857142857142,168
5348,1,Sunfire Cape,Vi,3.8505747126436782,0.6436781609195402,0.13793103448275862,174
4229,1,Ionic Spark,Vi,3.853107344632768,0.615819209039548,0.15254237288135594,177
5535,1,Warmog's Armor,Braum,3.87041564792176,0.6210268948655256,0.15892420537897312,409
4960,1,Scrap Emblem,Braum,3.878640776699029,0.616504854368932,0.18932038834951456,206
4116,1,Infinity Edge,Senna,3.8866995073891624,0.6009852216748769,0.18226600985221675,203
3740,1,Frozen Heart,Ekko,3.88747777495555,0.6088392176784354,0.18440436880873762,3937
5598,1,Zeke's Herald,Ekko,3.890818858560794,0.6153846153846154,0.16377171215880892,403
3770,1,Frozen Heart,Vi,3.89375,0.65625,0.15625,160
5286,1,Striker Emblem,Ekko,3.8959537572254335,0.6358381502890174,0.13872832369942195,173
5022,1,Shroud of Stillness,Gnar,3.9029126213592233,0.6019417475728155,0.17475728155339806,103
4644,1,Quicksilver,Seraphine,3.909090909090909,0.6033057851239669,0.19008264462809918,121
5236,1,Statikk Shiv,Ezreal,3.9136690647482015,0.6402877697841727,0.17266187050359713,139
4003,1,Hand Of Justice,Sivir,3.9184549356223175,0.630901287553648,0.15021459227467812,233
4198,1,Ionic Spark,Ekko,3.9304123711340204,0.5876288659793815,0.14948453608247422,388
3870,1,Giant's Belt,Ekko,3.932806324110672,0.5928853754940712,0.1844532279314888,759
3423,1,Chalice of Power,Orianna,3.938953488372093,0.5872093023255814,0.19186046511627908,344
4560,1,Negatron Cloak,Ekko,3.961432506887052,0.5977961432506887,0.1652892561983471,363
3190,1,Bloodthirster,Jhin,3.962686567164179,0.5522388059701493,0.19402985074626866,134
3782,1,Gargoyle Stoneplate,Braum,3.9642857142857144,0.6071428571428571,0.15934065934065933,364
4360,1,Locket of the Iron Solari,Singed,3.9655172413793105,0.6275862068965518,0.18620689655172415,145
5651,1,Zephyr,Ekko,3.967857142857143,0.575,0.15714285714285714,280
4333,1,Locket of the Iron Solari,Ekko,3.9770114942528734,0.5862068965517241,0.16091954022988506,348
5212,1,Spear of Shojin,Seraphine,3.985294117647059,0.5941176470588235,0.1661764705882353,680
3041,1,Assassin Emblem,Irelia,3.986627043090639,0.5913818722139673,0.16196136701337296,673
3817,1,Gargoyle Stoneplate,Vi,3.9881656804733727,0.6272189349112426,0.10650887573964497,169
3428,1,Chalice of Power,Seraphine,3.992424242424242,0.553030303030303,0.17045454545454544,264
3563,1,Deathblade,Sivir,4.0,0.6176470588235294,0.11764705882352941,170
3849,1,Giant Slayer,Senna,4.0186335403726705,0.6024844720496895,0.15527950310559005,161
5263,1,Statikk Shiv,Sivir,4.020057306590258,0.6217765042979942,0.12607449856733524,349
3144,1,Banshee's Claw,Seraphine,4.02112676056338,0.5985915492957746,0.1619718309859155,142
4099,1,Infinity Edge,Gnar,4.03,0.62,0.12,100
4120,1,Infinity Edge,Sivir,4.0303951367781155,0.5835866261398176,0.1651469098277609,987
4898,1,Runaan's Hurricane,Ezreal,4.030769230769231,0.6153846153846154,0.14615384615384616,130
4967,1,Scrap Emblem,Gnar,4.034188034188034,0.5982905982905983,0.17094017094017094,117
3077,1,B.F. Sword,Ekko,4.042735042735043,0.5897435897435898,0.1282051282051282,117
3875,1,Giant's Belt,Irelia,4.044025157232705,0.6226415094339622,0.16352201257861634,159
4561,1,Negatron Cloak,Ezreal,4.052238805970149,0.5746268656716418,0.15671641791044777,134
3327,1,Bramble Vest,Vi,4.056478405315614,0.5880398671096345,0.1461794019933555,301
4566,1,Negatron Cloak,Irelia,4.058968058968059,0.5945945945945946,0.16953316953316952,407
4629,1,Quicksilver,Jhin,4.059210526315789,0.5394736842105263,0.17763157894736842,152
3958,1,Guinsoo's Rageblade,Sivir,4.065573770491803,0.5798421372191864,0.15239829993928355,1647
3292,1,Bramble Vest,Braum,4.072033898305085,0.5889830508474576,0.1461864406779661,472
4556,1,Negatron Cloak,Blitzcrank,4.076219512195122,0.5609756097560976,0.17073170731707318,328
3566,1,Deathblade,Twitch,4.088068181818182,0.5994318181818182,0.11931818181818182,352
4308,1,Last Whisper,Twitch,4.090773809523809,0.5967261904761905,0.13690476190476192,672
4926,1,Runaan's Hurricane,Twitch,4.099162011173185,0.5893854748603352,0.13687150837988826,716
3867,1,Giant's Belt,Blitzcrank,4.103117505995204,0.565947242206235,0.1774580335731415,417
3550,1,Deathblade,Jhin,4.107438016528926,0.5867768595041323,0.1322314049586777,121
4125,1,Infinity Edge,Twitch,4.111620795107034,0.5840978593272171,0.1345565749235474,654
3403,1,Chalice of Power,Ekko,4.112745098039215,0.5588235294117647,0.14215686274509803,204
3985,1,Hand Of Justice,Irelia,4.121518987341772,0.5670886075949367,0.14936708860759493,395
4746,1,Rapid Firecannon,KhaZix,4.131736526946108,0.5748502994011976,0.1317365269461078,167
4105,1,Infinity Edge,KhaZix,4.13421052631579,0.5605263157894737,0.12105263157894737,380
5442,1,Thief's Gloves,Braum,4.137096774193548,0.5564516129032258,0.1532258064516129,124
4859,1,Redemption,Vi,4.147208121827411,0.5888324873096447,0.09644670050761421,197
4445,1,Morellonomicon,Ekko,4.153009180550833,0.5637538252295138,0.14280856851411083,2941
3193,1,Bloodthirster,KhaZix,4.156934306569343,0.5547445255474452,0.1386861313868613,274
5120,1,Sparring Gloves,Ekko,4.15979381443299,0.5721649484536082,0.13402061855670103,194
4336,1,Locket of the Iron Solari,Gnar,4.162011173184357,0.5810055865921788,0.12290502793296089,179
4289,1,Last Whisper,Jhin,4.176352705410822,0.5410821643286573,0.15831663326653306,499
3357,1,Chain Vest,Blitzcrank,4.179220779220779,0.561038961038961,0.15584415584415584,385
3229,1,Blue Buff,Ekko,4.181286549707602,0.5614035087719298,0.12280701754385964,171
5405,1,Tear of the Goddess,Ekko,4.186758893280633,0.5513833992094862,0.1650197628458498,1012
4466,1,Morellonomicon,Seraphine,4.1876804619826755,0.5457170356111646,0.136669874879692,1039
3547,1,Deathblade,Irelia,4.1923076923076925,0.5683760683760684,0.13675213675213677,234
4102,1,Infinity Edge,Jhin,4.194726166328601,0.5334685598377282,0.15618661257606492,493
4632,1,Quicksilver,KhaZix,4.196078431372549,0.5686274509803921,0.09803921568627451,102
3361,1,Chain Vest,Ekko,4.197994987468672,0.5538847117794486,0.16040100250626566,798
5305,1,Striker Emblem,Senna,4.199386503067485,0.5337423312883436,0.12883435582822086,326
3853,1,Giant Slayer,Sivir,4.203957382039574,0.5616438356164384,0.121765601217656,657
5125,1,Sparring Gloves,Irelia,4.225806451612903,0.5425219941348973,0.1436950146627566,341
4513,1,Needlessly Large Rod,Blitzcrank,4.2342342342342345,0.5135135135135135,0.1891891891891892,111
5409,1,Tear of the Goddess,Irelia,4.238993710691824,0.5660377358490566,0.12578616352201258,159
5494,1,Titan's Resolve,Irelia,4.239024390243903,0.567479674796748,0.11544715447154472,615
5562,1,Warmog's Armor,Singed,4.266129032258065,0.5887096774193549,0.12903225806451613,124
3187,1,Bloodthirster,Irelia,4.2690735694822886,0.5442779291553134,0.12806539509536785,1468
4787,1,Recurve Bow,Ezreal,4.290178571428571,0.5491071428571429,0.15178571428571427,224
3836,1,Giant Slayer,Jhin,4.294765840220386,0.5068870523415978,0.12947658402203857,363
4286,1,Last Whisper,Irelia,4.299150881776616,0.542782495101241,0.11887655127367734,1531
3858,1,Giant Slayer,Twitch,4.303030303030303,0.5878787878787879,0.10909090909090909,165
3234,1,Blue Buff,Irelia,4.305882352941176,0.5568627450980392,0.10980392156862745,255
4786,1,Recurve Bow,Ekko,4.309677419354839,0.5419354838709678,0.14193548387096774,155
3657,1,Edge of Night,KhaZix,4.310344827586207,0.5057471264367817,0.11494252873563218,174
4517,1,Needlessly Large Rod,Ekko,4.316602316602316,0.5347490347490348,0.15444015444015444,1036
3839,1,Giant Slayer,KhaZix,4.31858407079646,0.5309734513274337,0.08849557522123894,113
4626,1,Quicksilver,Irelia,4.327604726100967,0.5338345864661654,0.13533834586466165,931
4542,1,Needlessly Large Rod,Seraphine,4.328767123287672,0.4863013698630137,0.1095890410958904,146
3954,1,Guinsoo's Rageblade,Senna,4.33,0.54,0.11,100
3078,1,B.F. Sword,Ezreal,4.335616438356165,0.541095890410959,0.13013698630136986,146
4475,1,Morellonomicon,Vi,4.336448598130841,0.514018691588785,0.11214953271028037,107
4670,1,Rabadon's Deathcap,Ekko,4.341666666666667,0.55,0.125,120
4100,1,Infinity Edge,Irelia,4.34413352970054,0.524300441826215,0.1325478645066274,2037
3955,1,Guinsoo's Rageblade,Seraphine,4.350961538461538,0.5384615384615384,0.125,208
3300,1,Bramble Vest,Gnar,4.36,0.6,0.08,100
3834,1,Giant Slayer,Irelia,4.395551257253385,0.5125725338491296,0.1276595744680851,1034
5569,1,Warmog's Armor,Vi,4.408510638297872,0.5234042553191489,0.10212765957446808,235
4292,1,Last Whisper,KhaZix,4.4363636363636365,0.5151515151515151,0.08484848484848485,165
5599,1,Zeke's Herald,Ezreal,4.465753424657534,0.5205479452054794,0.11643835616438356,146
3206,1,Bloodthirster,Sivir,4.467005076142132,0.49746192893401014,0.10152284263959391,197
3811,1,Gargoyle Stoneplate,Singed,4.5,0.48484848484848486,0.14393939393939395,132
4096,1,Infinity Edge,Ezreal,4.510791366906475,0.5467625899280576,0.11510791366906475,139
3082,1,B.F. Sword,Irelia,4.538126361655773,0.5032679738562091,0.1328976034858388,459
5425,1,Tear of the Goddess,Seraphine,4.625954198473282,0.5038167938931297,0.08396946564885496,131
7438,2,Rabadon's Deathcap,Viktor,2.7344632768361583,0.7853107344632768,0.4011299435028249,177
6440,2,Edge of Night,Jinx,2.9583333333333335,0.7666666666666667,0.35833333333333334,120
6825,2,Hextech Gunblade,Kaisa,2.963963963963964,0.8018018018018018,0.34234234234234234,111
6201,2,Chalice of Power,Viktor,3.0710059171597632,0.7514792899408284,0.3136094674556213,169
6441,2,Edge of Night,Kaisa,3.078125,0.71875,0.3984375,128
7623,2,Runaan's Hurricane,Jayce,3.099009900990099,0.7821782178217822,0.3069306930693069,101
8418,2,Zz'Rot Portal,Sejuani,3.1526717557251906,0.7786259541984732,0.2824427480916031,131
8038,2,Sunfire Cape,TahmKench,3.167832167832168,0.7622377622377622,0.2867132867132867,143
6614,2,Giant Slayer,Jinx,3.19672131147541,0.7377049180327869,0.3360655737704918,122
6997,2,Jeweled Gauntlet,Viktor,3.2014388489208634,0.7410071942446043,0.3129496402877698,278
6015,2,Blue Buff,Viktor,3.2115384615384617,0.7211538461538461,0.28846153846153844,104
5814,2,Archangel's Staff,TahmKench,3.2213740458015265,0.7175572519083969,0.3053435114503817,131
8291,2,Zeke's Herald,Jayce,3.2432432432432434,0.75,0.20945945945945946,148
6953,2,Ionic Spark,TahmKench,3.274336283185841,0.7123893805309734,0.2920353982300885,226
7590,2,Redemption,TahmKench,3.2857142857142856,0.7180451127819549,0.2781954887218045,266
7192,2,Morellonomicon,Kaisa,3.2870662460567823,0.7192429022082019,0.3028391167192429,317
6552,2,Frozen Heart,TahmKench,3.2888888888888888,0.725925925925926,0.2222222222222222,135
7915,2,Spear of Shojin,Viktor,3.301518438177874,0.7093275488069414,0.2950108459869848,461
6456,2,Edge of Night,TahmKench,3.304054054054054,0.7027027027027027,0.30405405405405406,148
6636,2,Giant Slayer,Viktor,3.3408071748878925,0.7174887892376681,0.2645739910313901,223
8144,2,Thief's Gloves,Jayce,3.343137254901961,0.7254901960784313,0.3137254901960784,102
6109,2,Bruiser Emblem,Viktor,3.3461538461538463,0.7211538461538461,0.25,104
6777,2,Hand Of Justice,TahmKench,3.3615384615384616,0.7153846153846154,0.2692307692307692,130
7753,2,Shroud of Stillness,TahmKench,3.3740458015267176,0.7022900763358778,0.2824427480916031,131
7743,2,Shroud of Stillness,RekSai,3.3828125,0.6875,0.21875,128
8168,2,Thief's Gloves,TahmKench,3.390557939914163,0.6781115879828327,0.3133047210300429,233
6736,2,Guinsoo's Rageblade,Viktor,3.4152542372881354,0.7203389830508474,0.22033898305084745,118
7937,2,Statikk Shiv,Kaisa,3.425373134328358,0.6716417910447762,0.2835820895522388,134
8365,2,Zephyr,Sejuani,3.4592592592592593,0.6888888888888889,0.2518518518518518,135
7960,2,Statikk Shiv,Viktor,3.466898954703833,0.6968641114982579,0.2578397212543554,287
6172,2,Chalice of Power,Jayce,3.482142857142857,0.6160714285714286,0.30357142857142855,112
6060,2,Bramble Vest,TahmKench,3.5,0.6737804878048781,0.25609756097560976,328
7016,2,Last Whisper,Jinx,3.5086206896551726,0.6551724137931034,0.3017241379310345,116
7963,2,Statikk Shiv,Zeri,3.5142857142857142,0.6476190476190476,0.26666666666666666,105
6612,2,Giant Slayer,Jayce,3.5182481751824817,0.6934306569343066,0.22627737226277372,137
6841,2,Hextech Gunblade,TahmKench,3.518918918918919,0.6702702702702703,0.2891891891891892,370
5949,2,Bloodthirster,Jinx,3.5343511450381677,0.648854961832061,0.26717557251908397,131
6184,2,Chalice of Power,Orianna,3.5355191256830603,0.6830601092896175,0.30601092896174864,183
8256,2,Warmog's Armor,TahmKench,3.562300319488818,0.6613418530351438,0.2747603833865815,313
6717,2,Guinsoo's Rageblade,Kaisa,3.5714285714285716,0.6785714285714286,0.23214285714285715,112
6412,2,Dragon's Claw,TahmKench,3.574162679425837,0.6650717703349283,0.23923444976076555,209
6270,2,Chemtech Emblem,TahmKench,3.581967213114754,0.639344262295082,0.30327868852459017,122
6527,2,Frozen Heart,Ekko,3.5876288659793816,0.654639175257732,0.22164948453608246,194
6960,2,Ionic Spark,Zac,3.6,0.6818181818181818,0.23636363636363636,110
6418,2,Dragon's Claw,Zac,3.627450980392157,0.6666666666666666,0.21568627450980393,102
6865,2,Infinity Edge,Jayce,3.643835616438356,0.684931506849315,0.2054794520547945,146
6867,2,Infinity Edge,Jinx,3.65,0.6428571428571429,0.2714285714285714,140
7184,2,Morellonomicon,Ekko,3.65,0.6714285714285714,0.18571428571428572,140
6994,2,Jeweled Gauntlet,TahmKench,3.651006711409396,0.6577181208053692,0.24161073825503357,149
6011,2,Blue Buff,TahmKench,3.6617100371747213,0.654275092936803,0.2527881040892193,269
8430,2,Zz'Rot Portal,Zac,3.664285714285714,0.6428571428571429,0.2714285714285714,140
6592,2,Gargoyle Stoneplate,TahmKench,3.688622754491018,0.6407185628742516,0.2215568862275449,167
6598,2,Gargoyle Stoneplate,Zac,3.691729323308271,0.6466165413533834,0.21804511278195488,133
6716,2,Guinsoo's Rageblade,Jinx,3.701863354037267,0.6273291925465838,0.2360248447204969,161
8377,2,Zephyr,Vi,3.7155963302752295,0.6422018348623854,0.24770642201834864,109
6759,2,Hand Of Justice,Jinx,3.7524752475247523,0.6039603960396039,0.2871287128712871,101
7595,2,Redemption,Zac,3.7641509433962264,0.6320754716981132,0.19811320754716982,106
8172,2,Thief's Gloves,Vi,3.7712177121771218,0.6273062730627307,0.23247232472324722,271
7437,2,Rabadon's Deathcap,Vi,3.774436090225564,0.6015037593984962,0.22556390977443608,133
7745,2,Shroud of Stillness,Sejuani,3.7752808988764044,0.6348314606741573,0.16853932584269662,178
8175,2,Thief's Gloves,Zac,3.779591836734694,0.6081632653061224,0.24897959183673468,245
8211,2,Titan's Resolve,TahmKench,3.784037558685446,0.6384976525821596,0.2112676056338028,213
6957,2,Ionic Spark,Vi,3.8096774193548386,0.6306451612903226,0.18225806451612903,620
8428,2,Zz'Rot Portal,Vi,3.8135593220338984,0.6440677966101694,0.15254237288135594,118
6272,2,Chemtech Emblem,Vi,3.813664596273292,0.5900621118012422,0.2360248447204969,161
6631,2,Giant Slayer,TahmKench,3.8175182481751824,0.6496350364963503,0.23357664233576642,137
7385,2,Quicksilver,Sivir,3.8287937743190663,0.6459143968871596,0.17898832684824903,257
8044,2,Sunfire Cape,Zac,3.8514851485148514,0.6138613861386139,0.1485148514851485,101
7388,2,Quicksilver,TahmKench,3.852,0.608,0.22,250
7092,2,Locket of the Iron Solari,Zac,3.860869565217391,0.591304347826087,0.21739130434782608,115
7953,2,Statikk Shiv,Sivir,3.8730964467005076,0.6294416243654822,0.13705583756345177,197
8190,2,Titan's Resolve,Irelia,3.878504672897196,0.616822429906542,0.19626168224299065,107
6066,2,Bramble Vest,Zac,3.889830508474576,0.6186440677966102,0.2627118644067797,118
7435,2,Rabadon's Deathcap,TahmKench,3.890322580645161,0.6258064516129033,0.1935483870967742,155
6882,2,Infinity Edge,Sivir,3.8904593639575973,0.6183745583038869,0.17667844522968199,283
7089,2,Locket of the Iron Solari,Vi,3.893805309734513,0.6106194690265486,0.1415929203539823,113
7640,2,Runaan's Hurricane,Sivir,3.8955223880597014,0.6169154228855721,0.14925373134328357,201
8380,2,Zephyr,Zac,3.900990099009901,0.6039603960396039,0.18811881188118812,101
6556,2,Frozen Heart,Vi,3.9269102990033224,0.6245847176079734,0.16611295681063123,301
7031,2,Last Whisper,Sivir,3.929611650485437,0.6019417475728155,0.1820388349514563,412
5996,2,Blue Buff,Malzahar,3.9307692307692306,0.6,0.19230769230769232,130
6870,2,Infinity Edge,KhaZix,3.9574468085106385,0.6028368794326241,0.16312056737588654,141
7758,2,Shroud of Stillness,Vi,3.9859154929577465,0.5821596244131455,0.22535211267605634,213
5946,2,Bloodthirster,Irelia,3.992248062015504,0.6124031007751938,0.13565891472868216,258
5951,2,Bloodthirster,KhaZix,3.9927007299270074,0.5766423357664233,0.24087591240875914,137
8214,2,Titan's Resolve,Vi,4.00646830530401,0.6015523932729625,0.17981888745148772,773
7196,2,Morellonomicon,Malzahar,4.008196721311475,0.6065573770491803,0.20491803278688525,122
7077,2,Locket of the Iron Solari,Sejuani,4.01,0.62,0.11,100
7014,2,Last Whisper,Jayce,4.033057851239669,0.6528925619834711,0.1652892561983471,121
6415,2,Dragon's Claw,Vi,4.040160642570281,0.5602409638554217,0.1827309236947791,498
7214,2,Morellonomicon,Vi,4.056603773584905,0.5660377358490566,0.1509433962264151,212
6063,2,Bramble Vest,Vi,4.061598951507208,0.5740498034076016,0.16644823066841416,763
8041,2,Sunfire Cape,Vi,4.0625,0.5592105263157895,0.16447368421052633,304
7761,2,Shroud of Stillness,Zac,4.0701754385964914,0.5555555555555556,0.18128654970760233,171
8259,2,Warmog's Armor,Vi,4.073863636363637,0.5757575757575758,0.16098484848484848,528
6731,2,Guinsoo's Rageblade,Sivir,4.081534772182255,0.5971223021582733,0.13908872901678657,417
7593,2,Redemption,Vi,4.0818858560794045,0.5856079404466501,0.14640198511166252,403
7013,2,Last Whisper,Irelia,4.089887640449438,0.5730337078651685,0.15730337078651685,178
6866,2,Infinity Edge,Jhin,4.098765432098766,0.5802469135802469,0.16872427983539096,243
6864,2,Infinity Edge,Irelia,4.119850187265918,0.5805243445692884,0.1647940074906367,267
6611,2,Giant Slayer,Irelia,4.125,0.5390625,0.15625,128
8261,2,Warmog's Armor,Zac,4.155339805825243,0.5728155339805825,0.17475728155339806,103
7015,2,Last Whisper,Jhin,4.158995815899582,0.5564853556485355,0.18828451882845187,239
6628,2,Giant Slayer,Sivir,4.2,0.5434782608695652,0.13043478260869565,230
6003,2,Blue Buff,Renata,4.212322274881517,0.5459715639810426,0.17156398104265402,1055
6014,2,Blue Buff,Vi,4.217948717948718,0.5833333333333334,0.11538461538461539,156
6834,2,Hextech Gunblade,Renata,4.252947481243301,0.5380493033226152,0.16613076098606644,933
7202,2,Morellonomicon,Renata,4.255847953216374,0.5402046783625731,0.16666666666666666,1368
7422,2,Rabadon's Deathcap,MissFortune,4.277456647398844,0.5433526011560693,0.1907514450867052,173
7392,2,Quicksilver,Vi,4.296774193548387,0.5225806451612903,0.13548387096774195,155
6982,2,Jeweled Gauntlet,MissFortune,4.309210526315789,0.5328947368421053,0.15789473684210525,152
6829,2,Hextech Gunblade,Malzahar,4.3119266055045875,0.5963302752293578,0.10091743119266056,109
6595,2,Gargoyle Stoneplate,Vi,4.328431372549019,0.5514705882352942,0.12254901960784313,408
5995,2,Blue Buff,Lucian,4.338709677419355,0.5564516129032258,0.13709677419354838,124
6613,2,Giant Slayer,Jhin,4.354166666666667,0.5416666666666666,0.14583333333333334,192
7195,2,Morellonomicon,Lucian,4.404958677685951,0.5537190082644629,0.15702479338842976,121
6623,2,Giant Slayer,Renata,4.440559440559441,0.5034965034965035,0.16783216783216784,143
7427,2,Rabadon's Deathcap,Renata,4.472727272727273,0.4727272727272727,0.15454545454545454,110
7897,2,Spear of Shojin,MissFortune,4.5,0.5,0.1534090909090909,176
7011,2,Last Whisper,Gangplank,4.529801324503311,0.5165562913907285,0.16556291390728478,151
6619,2,Giant Slayer,MissFortune,4.610619469026549,0.4778761061946903,0.19469026548672566,113
5943,2,Bloodthirster,Gangplank,4.627551020408164,0.45408163265306123,0.15306122448979592,196
7903,2,Spear of Shojin,Renata,4.715909090909091,0.4696969696969697,0.11742424242424243,264
6862,2,Infinity Edge,Gangplank,4.734806629834254,0.430939226519337,0.16022099447513813,181
5997,2,Blue Buff,MissFortune,5.008928571428571,0.4107142857142857,0.13392857142857142,112
6182,2,Chalice of Power,MissFortune,5.55,0.32,0.11,100
10581,3,Runaan's Hurricane,Tryndamere,3.272727272727273,0.7424242424242424,0.26515151515151514,132
10859,3,Spear of Shojin,Viktor,3.3517241379310345,0.7206896551724138,0.23103448275862068,290
8499,3,Archangel's Staff,Kaisa,3.41726618705036,0.6618705035971223,0.2517985611510791,139
9420,3,Giant Slayer,Kaisa,3.4236453201970445,0.7142857142857143,0.2561576354679803,203
10080,3,Mutant Emblem,Ahri,3.4290780141843973,0.7021276595744681,0.24468085106382978,282
10315,3,Rabadon's Deathcap,Kaisa,3.4420289855072466,0.717391304347826,0.21014492753623187,138
9821,3,Ionic Spark,Zac,3.471794871794872,0.6974358974358974,0.2153846153846154,195
10884,3,Statikk Shiv,Kaisa,3.481012658227848,0.6867088607594937,0.2468354430379747,316
9866,3,Jeweled Gauntlet,Viktor,3.4913793103448274,0.6982758620689655,0.23275862068965517,116
10338,3,Rabadon's Deathcap,Viktor,3.5145631067961167,0.6796116504854369,0.22330097087378642,103
9656,3,Hextech Gunblade,Ahri,3.519083969465649,0.6870229007633588,0.2595419847328244,131
11421,3,Zz'Rot Portal,RekSai,3.519607843137255,0.7156862745098039,0.20588235294117646,102
9224,3,Edge of Night,Jinx,3.5357142857142856,0.6785714285714286,0.18571428571428572,140
9634,3,Hextech Emblem,Jinx,3.5511811023622046,0.6850393700787402,0.1889763779527559,127
9441,3,Giant Slayer,Tryndamere,3.559055118110236,0.6456692913385826,0.2204724409448819,127
9588,3,Hand Of Justice,Kaisa,3.6020408163265305,0.6479591836734694,0.23979591836734693,196
9675,3,Hextech Gunblade,Kaisa,3.607142857142857,0.6547619047619048,0.20634920634920634,252
9840,3,Jeweled Gauntlet,Kaisa,3.6149732620320854,0.6737967914438503,0.22459893048128343,187
8979,3,Challenger Emblem,Orianna,3.637037037037037,0.674074074074074,0.23703703703703705,135
10909,3,Statikk Shiv,Viktor,3.6412213740458017,0.6870229007633588,0.17557251908396945,131
9419,3,Giant Slayer,Jinx,3.6666666666666665,0.6754385964912281,0.18421052631578946,114
9608,3,Hand Of Justice,Tryndamere,3.668965517241379,0.6689655172413793,0.20689655172413793,145
9850,3,Jeweled Gauntlet,Quinn,3.69811320754717,0.6477987421383647,0.20754716981132076,159
